C0979237	oxytetracycline_125_mg_oral_capsule
C1335116	oral_cavity_adenoma
C0505292	C0505292
C1180621	C1180621
C0017860	glycerides
C0795657	human_alpha1_proteinase_inhibitor
C3152806	niacin
C0975867	chlorpheniramine_maleate_0.75_mg___codeine_phosphate_5_mg___phenylephrine_hcl_2.5_mg___potassium_iodide_75_mg_per_5_ml_syrup
C2920093	pseudoephedrine_hydrochloride_120_mg
C0158298	C0158298
C1183737	C1183737
C0817295	C0817295
C0362796	C0362796
C1849367	C1849367
C3154906	C3154906
C0080024	piebaldism
C0081408	zileuton
C1716231	C1716231
C0001248	actinobacillus
C1855904	naguib_syndrome
C0369804	human_parvovirus_b19_antibody
C1177183	sage
C3855762	acnefree_bp_3___topical_lotion
C1184757	C1184757
C0061928	gap_protein
C2952255	C2952255
C0825525	C0825525
C4070055	C4070055
C1877852	somatropin
C0935169	C0935169
C3256713	oleth_10
C1316610	C1316610
C3882930	C3882930
C3483375	C3483375
C2361897	C2361897
C1334552	major_salivary_gland_non_hodgkin_lymphoma
C2064429	extrahepatic_bile_duct_adenocarcinoma__intestinal_type
C1279851	structure_of_collateral_ligaments_of_metatarsophalangeal_joints
C0819936	C0819936
C0974919	benzoyl_peroxide
C1830840	C1830840
C3535332	C3535332
C2586990	diltiazem_hydrochloride_180_mg
C0222102	skin_structure_of_upper_lip
C2931418	bls_type_ii
C0230150	structure_of_posterior_mediastinum
C1448177	tnf_protein__human
C2360889	C2360889
C3486156	atopalm_10___topical_cream
C3818184	C3818184
C0935101	C0935101
C1334801	monophasic_synovial_sarcoma
C1317312	C1317312
C1953227	C1953227
C0976754	vivelle_dot_0.075_mg_day_twice_weekly_transdermal_system
C0923710	C0923710
C2347755	C2347755
C0362690	C0362690
C3643185	C3643185
C3818139	C3818139
C0482580	C0482580
C3883087	capsaicin_0.035_____lidocaine_0.5_____menthol_5_____methyl_salicylate_20___medicated_patch
C1844887	catel_manzke_syndrome
C2948096	acetaminophen_dextromethorphan_doxylamine
C0035561	rib
C1572265	diet_aid
C0823510	C0823510
C2370718	tisseel__frozen__fibrin_sealant__human__topical_solution_10_ml_prefilled_syringe
C2724438	C2724438
C0033046	premenstrual_syndrome
C1319650	risperidone
C1436650	oasis_protein__human
C0223290	structure_of_body_of_sixth_thoracic_vertebra
C0802043	C0802043
C0979693	povidone_iodine
C0738549	C0738549
C0819208	C0819208
C3654961	C3654961
C1513808	n_ras_gene_mutation
C3494482	mentha_piperita_extract
C0227419	structure_of_muscularis_propria_of_anal_canal
C0804611	C0804611
C0226562	structure_of_accessory_vertebral_vein
C0035305	retinal_detachment
C0034144	purkinje_fiber
C1830227	C1830227
C2344118	hepatitis_b_surface_antigen_vaccine_0.02_mg_ml
C3194590	diabetisource
C1165187	atomoxetine
C3651638	C3651638
C0882663	C0882663
C1864965	brachyphalangy__polydactyly_and_absent_tibiae
C0006475	butanediols
C0017349	class_ii_gene
C1149169	C1149169
C0314840	alcaligenes_faecalis
C2964662	transcutaneous_o2_monitor
C0030186	paget_dis_extramammary
C0363628	C0363628
C2598785	C2598785
C1114515	C1114515
C0475332	flavor
C0689324	leucovorin_calcium
C0881282	C0881282
C1708393	hyaline_cartilage_differentiation
C1831355	C1831355
C1526532	C1526532
C1182760	C1182760
C1512850	interleukin_6_overexpression
C1326057	C1326057
C0370199	specimen_obtained_by_aspiration
C0976330	diazepam_5_mg_ml_injectable_solution
C1182816	C1182816
C0579233	streptococcus_agalactiae
C0937640	milk_thistle_extract
C2598370	C2598370
C0059865	etodolac
C3482564	C3482564
C0222661	compact_bone
C3666132	C3666132
C1317608	perineural_spread
C0072869	quinidine_gluconate
C0982363	propylene_glycol_monostearate
C3833883	C3833883
C2918475	meclizine_hydrochloride_25_mg
C3256640	polymethylsilsesquioxane__4.5_microns_
C3663050	C3663050
C0981534	ketoprofen_100_mg_prolonged_release_oral_capsule
C0797486	C0797486
C1526791	C1526791
C1707549	cutaneous_lymphomatoid_granulomatosis
C0978983	nicotine_polacrilex
C1524736	C1524736
C3654221	C3654221
C4059766	C4059766
C1543418	C1543418
C1347741	clotrimazole
C4069914	C4069914
C1518792	ph_domain
C1838577	carasil
C0771309	valacyclovir_hydrochloride
C0033692	proteoglycan
C0705535	salicylic_acid_1.8___medicated_shampoo
C1176309	bortezomib
C4056108	C4056108
C0817096	chest
C2746720	levothyroxine_sodium_0.075_mg
C0873775	apap_712.8_mg___caffeine_60_mg___dihydrocodeine_bitartrate_32_mg_oral_tablet
C1265997	large_cell_carcinoma_with_rhabdoid_phenotype
C3700585	C3700585
C3654789	C3654789
C1419856	scn1a_gene
C0278711	stage_i_kidney_wilms_tumor
C2973245	C2973245
C1179431	C1179431
C0800083	C0800083
C3654999	C3654999
C2330124	C2330124
C1842763	spencdi
C2728180	horseradish_allergenic_extract
C1336748	thyroid_angiosarcoma
C1854520	sebastian_syndrome
C0921150	C0921150
C1333940	head_and_neck_basaloid_carcinoma
C1114453	C1114453
C3249417	C3249417
C0796347	5q
C0022557	kentucky
C0980505	terconazole
C2719320	embeda_30_mg___1.2_mg_extended_release_oral_capsule
C1710225	subcutaneous_nodular_fasciitis
C0006610	ca_125
C1140046	benzoyl_peroxide_50_mg_ml
C3695732	C3695732
C1508010	C1508010
C0004811	basilar_artery
C0980156	sibutramine_hcl_10_mg_oral_capsule
C3249728	C3249728
C0922822	C0922822
C0011220	delta_agent
C4071131	C4071131
C3274643	ewsr1_etv4_fusion_gene
C0933675	C0933675
C4036778	C4036778
C0504034	C0504034
C0035285	reticulin
C3710185	clear_start_emergency_spot_fix_5___topical_lotion
C0875698	avalide_150_12.5_oral_tablet
C1954997	C1954997
C3162950	C3162950
C1837657	sed__omani_type
C0829704	C0829704
C0941651	C0941651
C0224557	structure_of_nasomaxillary_suture_of_skull
C0007785	cerebral_infarction
C3654742	C3654742
C0006560	hscrp
C1590188	leuprolide_acetate_3.75_mg_ml_injectable_suspension
C1352206	sulfur
C0690285	reserpine_0.1_mg_oral_tablet
C3870034	C3870034
C0241910	autoimmune_hepatitis
C0206637	mesenchymal_chondrosarcoma
C0016125	finger_joint
C0836773	C0836773
C0507377	C0507377
C3217293	pseudoephedrine___triprolidine_oral_liquid_product
C1179601	C1179601
C1836155	mfm__zasp_related
C2747543	beclomethasone_dipropionate
C1707551	cutaneous_mature_b_cell_neoplasm
C1185559	C1185559
C3505240	C3505240
C0546859	clomiphene_citrate
C0028005	nicardipine
C1995456	peptamen_af
C0771892	olopatadine_hydrochloride
C3663467	C3663467
C3486667	english_holly_flowering_top_extract
C0023484	plasma_cell_leukemia
C0482562	C0482562
C2937824	lidocaine_hcl_2___injectable_solution
C4042906	mammary_analog_secretory_carcinoma
C3500400	C3500400
C1966828	flector_1.3___twice_daily_medicated_patch
C1523298	epithelial_mesenchymal_transition
C0780940	cilostazol
C1546094	C1546094
C0700124	ectatic
C1333415	adenomatoid_tumor_of_epididymis
C3496864	C3496864
C0503996	C0503996
C1316036	C1316036
C0981730	sumatriptan
C1633386	C1633386
C0995182	aloe_vera_extract
C0039286	tamoxifen
C3489338	C3489338
C3215750	dyphylline___guaifenesin_oral_product
C1954443	C1954443
C3818103	C3818103
C2700379	poor
C0700329	morphologic_finding
C2599328	C2599328
C0800730	C0800730
C1168721	trimethobenzamide
C3207765	calcium_carbonate___cholecalciferol_oral_product
C0036622	semicircular_canal
C0361769	thioridazine_10_mg_ml_oral_solution
C0015397	eye_dis
C1333820	glandular_cell_neoplasm
C0941853	C0941853
C3218172	epinephrine___lidocaine_injectable_product
C0739281	C0739281
C2754912	C2754912
C1859309	syndactyly_type_7
C1869122	ehlers_danlos_syndrome_progeroid_type
C1300347	atypical_polypoid_adenomyoma
C0010635	mucinous_adenoma
C1181571	C1181571
C0739966	C0739966
C1183813	C1183813
C0206696	signet_ring_cell_carcinoma
C0391826	lhermitte_duclos_disease
C3882843	C3882843
C3654569	C3654569
C1572801	C1572801
C1184900	C1184900
C0737628	C0737628
C1514251	post_translational_regulation
C0026764	plasma_cell_myeloma
C3654814	C3654814
C1830106	C1830106
C0020929	imidoesters
C1801950	opitz_g_syndrome
C1625221	C1625221
C0939608	didanosine
C3843223	C3843223
C0804853	C0804853
C1184624	C1184624
C2678486	temple_baraitser_syndrome
C3655031	C3655031
C1185770	C1185770
C4046630	allantoin_5_mg_ml___dimethicone_10_mg_ml___menthol_1_mg_ml_topical_solution__zzip_
C1846171	lissencephaly__x_linked__2
C0017347	hox_gene
C3465376	oral_paste_product
C1874295	C1874295
C0033223	procarbazine
C0981499	haloperidol
C0734068	C0734068
C0736678	C0736678
C0280746	sarcoma_of_ovary
C0980147	sertraline
C0546863	ethambutol_hydrochloride
C0804483	C0804483
C1261473	sarcoma
C1315024	C1315024
C0882509	C0882509
C0550310	C0550310
C1977149	C1977149
C0504352	C0504352
C2735844	C2735844
C1186465	C1186465
C0009378	colonoscopy
C1525885	C1525885
C1977167	C1977167
C0981715	rivastigmine
C0994893	vivonex
C1715485	C1715485
C2360507	C2360507
C0503528	C0503528
C0732611	serm
C0102271	almond_oil
C0690038	polythiazide_1_mg_oral_tablet
C3555210	C3555210
C0502418	C0502418
C1511101	C1511101
C3206931	cephalexin_oral_product
C1709161	neoplastic_adenohypophysial_cell
C3230631	halls_oral_product
C3262928	C3262928
C1875890	amino_acids
C2946241	lantiseptic_multi_purpose_2_____0.45_____18___topical_ointment
C0881819	C0881819
C0021187	indazole
C0993202	alternaria_alternata_allergenic_extract
C0775293	betamethasone
C1707301	cardiac_monophasic_synovial_sarcoma
C0226892	intestinal_gland
C4070461	C4070461
C3486392	daphne_mezereum_bark_extract
C1302944	ethinyl_estradiol_35_mcg___norethindrone_0.75_mg_oral_tablet
C0031562	phlorizin
C3259230	C3259230
C1336939	vaginal_leiomyoma
C0925033	C0925033
C0979942	raloxifene
C0006998	carbohydrate_epimerases
C0225833	structure_of_myocardium_of_atrium
C1181583	C1181583
C0037868	spermatozoa
C0978186	lidocaine
C1179004	C1179004
C0771537	devil_s_claw_preparation
C1156199	histone_modification
C0077209	trimetrexate_glucuronate
C2949047	C2949047
C1146794	C1146794
C1141291	methenamine_81.6_mg
C3489048	C3489048
C0804572	C0804572
C1418654	plp1_gene
C0013085	doxepin
C3500622	C3500622
C1248134	tetracycline_oral_capsule
C0301249	cinnamon_oil
C1519692	tumor_suppression
C3859603	C3859603
C0976743	climara_0.025_mg_day_weekly_transdermal_system
C3273711	ixazomib
C0708669	nitroquick_0.4_mg_sublingual_tablet
C3818110	C3818110
C1585469	parcopa_25_250_disintegrating_oral_tablet
C2362566	C2362566
C0358151	silver_sulfadiazine
C0923431	C0923431
C1181669	C1181669
C3864612	C3864612
C0689939	perphenazine
C0836313	C0836313
C1248837	dextromethorphan___guaifenesin___pseudoephedrine_oral_tablet
C0736968	C0736968
C0591132	augmentin
C0236033	muscle_hypertrophy
C1708030	fus_erg_fusion_protein_expression
C0980704	thyroid_260_mg_oral_tablet
C1511122	bioactive_peptide_signaling_pathway
C0002854	androstane
C0279614	childhood_pleomorphic_rhabdomyosarcoma
C3256036	diglycerin
C0225412	structure_of_root_of_nose
C0576093	genu_valga
C2746157	bordetella_pertussis_fimbriae_2_3_vaccine__inactivated
C0288472	cdkn1_protein
C4080361	C4080361
C3554690	C3554690
C1420226	slc7a7_gene
C0352536	hydrocortisone_butyrate
C3887869	doxycycline
C0688334	cimetidine
C3529013	C3529013
C1252060	tolnaftate_topical_cream
C1261387	structure_of_superior_hypophyseal_artery
C0836788	C0836788
C0032904	praseodymium
C0738976	C0738976
C0924973	C0924973
C1711390	rectosigmoid_adenocarcinoma
C3847058	C3847058
C1335252	polycomb_repressive_complex_1
C4080617	C4080617
C0881730	C0881730
C0940246	C0940246
C0505707	C0505707
C0503994	C0503994
C2365905	venlafaxine
C3530641	camphor_1_____menthol_1___topical_cream
C0930218	C0930218
C0803255	C0803255
C3711381	neuroaxonal_leukodystrophy
C0877388	cerebral_haemangioma
C3486858	mercurius_solubilis
C3272477	ampulla_of_vater_neuroendocrine_tumor
C0980013	risperidone
C0028333	noradrenaline_bitartrate
C0979498	phenytoin
C0459528	cardiac_plexus
C0585362	oral_squamous_cell_carcinoma
C0781671	gentamicin_sodium_chloride
C0736864	C0736864
C0600611	poloxamer_188
C3654561	C3654561
C1877850	somatropin
C0279603	chondroblastic_osteosarcoma
C0033666	protein_proc_post
C3855181	C3855181
C0060400	cefixime
C0488679	C0488679
C1439329	cbs_gene
C3482362	C3482362
C3669142	C3669142
C3699242	C3699242
C0012294	co_dergocrine
C3195357	C3195357
C4056047	belbuca_150_mcg_buccal_film
C0025186	meiosis
C0108092	calcium_alginate
C2719664	ranexa_1000_mg_12hr_extended_release_oral_tablet
C0735833	C0735833
C4070279	C4070279
C1184410	C1184410
C0550018	C0550018
C0804208	C0804208
C1717230	C1717230
C0981709	rizatriptan
C0716986	donnatal_16.2_mg___0.1037_mg___0.0194_mg___0.0065_mg_in_5_ml_oral_solution
C0357217	trisodium_edetate
C0724693	sildenafil_citrate
C1524761	C1524761
C0881728	C0881728
C3486590	clematis_recta_flowering_top_extract
C0992921	simethicone_4_mg_ml
C0032868	poxviridae
C1370889	atypical_lipomatous_tumor
C0688138	carbidopa_levodopa
C0368727	bacillus_anthracis_antibody
C1372753	C1372753
C3897756	C3897756
C4048647	aminophylline_25_mg_ml_injection
C1333965	liver_solitary_fibrous_tumor
C0362787	C0362787
C1624057	caduet_10_20_mg_oral_tablet
C3654734	C3654734
C3488819	C3488819
C1515976	anatomic_structure__system__or_substance
C3645104	lidocaine_hcl_0.5_____phenol_0.5___topical_cream
C1611934	saxagliptin
C0016282	flufenamic_acid
C0025237	melnick_needles_syndrome
C0981717	simethicone
C3263321	C3263321
C1520381	11q13
C0040134	thyroid__usp_
C1431671	hgk_protein__human
C0991544	rectal_cream
C0360289	topical_preparation
C0928154	C0928154
C0363670	C0363670
C1336865	thymic_undifferentiated_carcinoma
C0229740	structure_of_prelaryngeal_lymph_node
C2000145	selexipag
C3245289	brompheniramine_maleate_4_mg
C0881632	C0881632
C3896617	cdisc_questionnaire_mpai_4_test_code_terminology
C0224856	tendon_sheath_structure
C0836374	C0836374
C3489090	C3489090
C3261386	C3261386
C3273602	prkar1a_wt_allele
C1333830	grade_1_cutaneous_follicular_lymphoma
C0226141	structure_of_inferior_alveolar_artery
C0855141	nodal_marginal_zone_b_cell_lymphoma_refractory
C4036953	C4036953
C0836234	C0836234
C0485714	C0485714
C3212832	diphenhydramine___pseudoephedrine_oral_product
C1146788	C1146788
C0807453	C0807453
C3654792	C3654792
C3217762	levetiracetam_pill
C3261971	C3261971
C0927128	C0927128
C2978537	periguard_3.8___topical_ointment
C0933444	C0933444
C0482502	C0482502
C0974833	benazepril
C0974364	amphetamine
C0975607	chlorpromazine
C3871779	C3871779
C1184438	C1184438
C0018051	gonadal_dysgenesis
C3272534	small_intestinal_neuroendocrine_tumor_g2
C0085855	chlortetracycline_hydrochloride
C2741390	C2741390
C2984429	integrin_angiogenesis_pathway
C0785113	C0785113
C0011015	daunorubicin
C0017110	gas
C2347507	C2347507
C0733983	C0733983
C2736494	C2736494
C0280385	stage_iv_nasopharyngeal_undifferentiated_carcinoma_ajcc_v7
C0268543	nags_deficiency
C0149654	conduct_dis
C0019630	ia_antigen
C0819891	C0819891
C0482671	C0482671
C0551176	C0551176
C0976975	fluorouracil
C1336249	C1336249
C0030776	polyethylene_glycol_8000
C1515001	chromosomal_rearrangement
C3481550	C3481550
C2984437	n_cadherin_signaling_pathway
C1744589	structure_of_medial_cutaneous_nerve_of_forearm
C0205112	basal
C1412471	apolipoprotein_b__including_ag_x__antigen__gene
C1114396	C1114396
C0271695	mendenhall_syndrome
C1585959	nystatin_triamcinolone
C0881614	C0881614
C0947210	C0947210
C1369453	C1369453
C0688477	desipramine
C0928022	C0928022
C3808184	C3808184
C0991552	topical_lotion
C3218925	hyoscyamine___methenamine___methylene_blue___phenyl_salicylate___sodium_phosphate__monobasic_oral_product
C2972991	C2972991
C3207682	ampicillin_injectable_product
C1645737	C1645737
C0501374	C0501374
C3810107	C3810107
C3642982	C3642982
C0229150	structure_of_vortex_veins
C0229754	paratracheal_lymph_node_group
C0225916	structure_of_right_branch_of_atrioventricular_bundle
C1524807	C1524807
C1116515	C1116515
C1952760	C1952760
C0031119	peripheral_nerve
C2917853	C2917853
C3171900	C3171900
C0775175	sk_50000_unt_ml_injectable_solution
C0041466	typhoid_fever
C1516667	monoclonal_cellular_population_present
C3699748	C3699748
C1183538	C1183538
C3263724	C3263724
C1512292	has2_plag1_fusion_protein_expression
C0163518	diperodon
C0016299	fluocinonide
C0003830	trihexyphenidyl_hydrochloride
C3871484	soolantra_1___topical_cream
C1371555	C1371555
C0881445	C0881445
C1315758	C1315758
C3695818	C3695818
C3700665	C3700665
C1709053	rhabdomyosarcoma_with_mixed_embryonal_and_alveolar_features
C0276264	buschke_l_wenstein_tumor
C0738619	C0738619
C3281152	C3281152
C1842247	adcad1
C0728747	trastuzumab
C1184632	C1184632
C2728174	tangerine_allergenic_extract
C3484618	C3484618
C3169776	C3169776
C0023976	long_qt_syndrome
C0689716	naltrexone
C0553486	C0553486
C1859305	gordon_holmes_syndrome
C1511264	borderline_ovarian_mucinous_tumor__endocervical_like
C0503514	C0503514
C0369797	gastric_parietal_cell_antibody
C3642959	C3642959
C0939959	C0939959
C1544558	C1544558
C3261098	C3261098
C1714800	C1714800
C2825114	adult_acute_myeloid_leukemia_with_inv_16__p13.1q22___cbfb_myh11
C0689517	methazolamide
C3871738	rytary_36.25_mg__145_mg_8hr_extended_release_oral_capsule
C0503593	C0503593
C0226687	structure_of_apical_branch_of_inferior_left_pulmonary_vein
C3209331	dextromethorphan___guaifenesin___pseudoephedrine_oral_product
C0835418	C0835418
C2741429	C2741429
C0211169	pixy321_protein__recombinant
C2827714	cdisc_sdtm_method_terminology
C0524463	structure_of_organ_capsule
C1335343	schneiderian_papilloma_of_paranasal_sinus
C0503893	C0503893
C1716424	C1716424
C0982738	glipizide
C0267662	darrow_gamble_disease
C2719626	paliperidone_palmitate
C0921237	C0921237
C0338451	frontotemporal_dementia
C0006933	capsid
C0501820	C0501820
C0797640	C0797640
C3667445	C3667445
C1544278	C1544278
C1404837	C1404837
C0690482	theophylline_125_mg_oral_tablet
C3847094	C3847094
C0224496	synovial_villus_of_joint
C3273598	phosphatidylinositol_3_kinase_regulatory_subunit_alpha
C0076836	toremifene
C0033822	pseudomyxoma_peritonei
C1332869	cecum_villous_adenoma
C2947210	C2947210
C0459955	bone_structure_of_t10
C1716343	C1716343
C0012290	dihydroergocryptine
C1541289	C1541289
C1511194	bladder_mucosa_associated_lymphoid_tissue_lymphoma
C1113977	C1113977
C0820519	C0820519
C0502009	C0502009
C0791114	desogestrel_0.15_mg___ethinyl_estradiol_0.02_mg_oral_tablet
C4069650	C4069650
C2725966	C2725966
C1543974	C1543974
C0855195	testicular_embryonal_carcinoma_stage_ii
C3666512	C3666512
C1525389	C1525389
C1715024	C1715024
C1837084	C1837084
C0354080	digoxin
C1880498	follicular_variant_thyroid_gland_papillary_carcinoma__encapsulated_subtype_with_invasion
C0738174	C0738174
C0921088	C0921088
C4074308	C4074308
C0004600	back
C0978696	C0978696
C0503339	C0503339
C0688104	calcium_gluconate
C1333982	hepatoblastoma_with_pure_fetal_epithelial_differentiation
C3169359	C3169359
C3171902	C3171902
C0222757	structure_of_mandibular_foramen
C1620303	fenofibrate
C1439876	C1439876
C1317034	C1317034
C1516435	cervical_verrucous_carcinoma
C0590817	topiramate
C3482214	C3482214
C2735220	C2735220
C1335181	ovarian_solid_teratoma
C0924109	C0924109
C1714867	C1714867
C0922825	C0922825
C3870104	C3870104
C3215498	vitamin_a_pill
C1167736	small_intestine_carcinoma_stage_ii
C0980852	trimethobenzamide_hcl_200_mg___benzocaine_2___rectal_suppository
C0771204	anhydrous_tacrolimus
C0006845	chronic_mucocutaneous_candidiasis
C0223561	structure_of_body_of_fifth_lumbar_vertebra
C0071968	pridinol
C4019910	C4019910
C1114208	C1114208
C0935091	C0935091
C0482323	C0482323
C0026367	molar
C0872916	xenon_133
C3169504	C3169504
C0687990	benzonatate
C0938674	almotriptan
C1831428	C1831428
C1333041	chronic_lymphocytic_leukemia_with_unmutated_immunoglobulin_heavy_chain_variable_region_gene
C1511305	breast_columnar_cell_mucinous_carcinoma
C3486683	bovine_adrenal_gland_preparation
C0334486	endolymphatic_stromal_myosis
C3897648	C3897648
C0770333	difenoxin_hydrochloride
C0037490	cephalothin_sodium
C1333011	childhood_testicular_teratoma
